id,qid1,qid2,answer1,answer2,is_duplicate
6182,12365,12366,Apakah ada cara saya dapat menghasilkan uang secara online tanpa investasi apa pun?,Bagaimana saya bisa mendapatkan uang secara online?,0
6183,12367,12368,"Berapa persentase penduduk AS yang masing-masing tinggal di zona waktu Timur, Tengah, dan Pasifik?",Berapa persentase populasi dunia yang gay?,0
6184,12369,12370,Apa cara terbaik untuk belajar pemrograman?,Bagaimana saya bisa mempelajari lebih banyak pemrograman?,1
6185,12371,12372,Mengapa orang-orang tertentu muncul di pencarian Instagram saya?,Mengapa orang yang tidak saya ikuti di Instagram muncul di bilah pencarian saat saya mengetik satu huruf?,1
6186,12373,12374,Apa pekerjaan terbaik dari pekerjaan rumahan di India?,Bagaimana saya bisa mendapatkan 1-2k dalam sebulan dari rumah di India?,0
6187,12375,12376,Bisakah perang melawan teror dimenangkan?,Bagaimana Anda memenangkan perang melawan teror?,0
6188,12377,12378,Bagaimana cara mempersiapkan ujian NEST (10 hari terakhir)?,Saya akan mengambil IELTS bulan depan. Bagaimana cara mendapatkan skor yang lebih tinggi?,0
6189,12379,12380,Apakah saya harus mengajukan pajak jika saya tidak memiliki penghasilan atau aset?,Apakah saya harus mengajukan pajak jika saya belum memiliki penghasilan?,0
6190,12381,12382,Apa keputusan terbaik yang telah Anda buat dalam hidup?,"Apa keputusan terbaik dalam hidup Anda, secara pribadi atau profesional?",1
6191,12383,12384,Bagaimana kita bisa menjadi populer di media sosial?,Bagaimana orang menjadi populer di media sosial?,1
6192,12385,12386,Bagaimana saya bisa menambah berat badan?,Apa cara terbaik untuk kurus untuk menambah berat badan?,1
6193,12387,12388,Apa itu tanah?,Apa itu tanah?,1
6194,12389,12390,Di mana saya bisa mendapatkan koleksi ubin lantai yang menakjubkan di Sydney?,Di mana saya dapat menemukan berbagai jenis koleksi ubin lantai di Sydney?,1
6195,12391,12392,Akankah Apple menjadi perusahaan triliunan dolar?,Akankah Apple menjadi perusahaan triliunan dolar?,1
6196,12393,12394,Bagaimana cara mempelajari perangkat lunak Sketch secara online?,Bagaimana Anda menggunakan fungsi IF dan VLOOKUP secara bersamaan di Excel?,0
6197,12395,12396,Bagaimana muatan yang dipercepat menghasilkan radiasi Em?,Pengetahuan apa yang harus dimiliki seorang insinyur elektronik untuk ditempatkan di perusahaan inti?,0
6198,12397,12398,Bagaimana saya bertahan lebih lama dengan seks?,Apa yang harus saya lakukan untuk bertahan lebih lama di tempat tidur?,1
6199,12399,12400,Apa saja sifat kimia dari isotop?,Apa sifat kimia isotop?,1
6200,12401,12402,"Apa perbedaan antara debat, diskusi, dan argumen?",Apa perbedaan antara argumen dan debat?,0
6201,12403,12404,Burung apa yang akan mengeluarkan suara keras di hutan dua kali kemudian berhenti pada malam hari di Massachusetts?,Mengapa kalkun (hewan) dan Turki (negara) memiliki nama yang sama?,0
6202,12405,12406,Apa itu Ekonomi Feodal?,Apa ekonomi politik feodalisme?,0
6203,12407,12408,Apa perbedaan antara Spanyol dan Meksiko?,Apa perbedaan antara qué dan cuál dalam bahasa Spanyol?,0
6204,12409,12410,Apa itu perampasan budaya dan mengapa itu menjadi masalah besar?,"Jika ""apropriasi budaya"" itu buruk, apakah itu berarti kita membutuhkan segregasi budaya?",0
6205,12411,12412,Apa saja aplikasi topologi dalam fisika?,Bagaimana topologi berguna dalam fisika? Apa saja contohnya?,0
6206,12413,12414,Mengapa beberapa wanita tidak memakai pakaian dalam?,Apakah wanita suka melihat pria mengenakan celana dalam atau pakaian renang?,0
6207,12415,12416,Mengapa saya tidak bisa memposting tautan di grup di LinkedIn?,Mengapa saya tidak bisa memposting di grup LinkedIn?,1
6208,12417,12418,"Apa pro dan kontra dari ekonomi ""kurang tunai""?",Bagaimana transaksi tanpa uang tunai dapat bermanfaat bagi perekonomian suatu negara?,0
6209,12419,12420,Bagaimana alarm di iPod Touch dapat dibatalkan?,Bagaimana alarm di iPod Touch dapat ditunda?,1
6210,12421,12422,Berapa lama surat yang dikirimkan dari Amerika Serikat sampai ke berbagai negara lain?,"Rata-rata, berapa lama pengiriman surat dari eropa ke Amerika Serikat?",0
6211,12423,12424,Makanan manusia apa yang sangat sehat untuk anjing?,Makanan manusia apa yang bisa Anda beri makan anjing?,0
6212,12425,12426,''Bagaimana cara memata-matai pasangan selingkuh saya dengan ponsel di luar sana''?,Apakah ada cara untuk mengetahui apakah pasangan saya memasang aplikasi pelacakan di ponsel kami untuk memantau panggilan telepon teks yang dihapus dan lokasi saya?,0
6213,12427,12428,Jika perluasan alam semesta menciptakan lebih banyak energi gelap dan vakum gravitasi tanpa batas?,Apakah energi gelap/vakum tidak terbatas karena perluasan alam semesta tidak terbatas dan semakin banyak tercipta saat alam semesta mengembang?,1
6214,12429,12430,Bagaimana cara menghilangkan jerawat di hidung?,Mengapa saya memiliki begitu banyak komedo di hidung saya? Bagaimana cara menyingkirkan mereka?,0
6215,12431,12432,Bagaimana cara menurunkan 20-30 kg?,Bagaimana saya harus menurunkan berat badan?,1
6216,12433,12434,Bisakah saya belajar C++ di Mac?,Apakah Anda tahu bagaimana saya bisa belajar C++ di Mac?,1
6217,12435,12436,Bagaimana cara membuat akun saya diblokir seumur hidup dari Quora? Saya ingin keluar dengan keras.,Bagaimana cara saya dilarang di Quora?,1
6218,12437,12438,Bagaimana cara menambahkan sesuatu ke daftar bacaan saya di Quora?,"Bagaimana saya bisa ""Menambahkan ke Daftar Bacaan"" pada Mei 2016 di Quora?",1
6219,12439,12440,Bisakah kehidupan benar-benar ada di luar Bumi?,Apakah ada bentuk kehidupan di luar bumi?,1
6220,12441,12442,Apakah jawaban runtuh di Quora terlalu sensitif?,Akankah Kabbadi menjadi Olahraga Olimpiade di Masa Depan?,0
6221,12443,12444,"Bagaimana saya tahu, jika saya bisa mempercayainya?",Bagaimana saya tahu siapa yang harus dipercaya?,0
6222,12445,12446,Berapa gaji yang dapat saya harapkan setelah memiliki pengalaman 3 tahun di salah satu perusahaan multinasional besar untuk pengujian otomasi selenium?,Berapa gaji yang dapat saya harapkan setelah memiliki pengalaman 2 tahun di salah satu perusahaan multinasional besar untuk pengujian otomasi selenium?,0
6223,12447,12448,Apa nasihat terbaik yang bisa kamu berikan kepada seorang gadis berusia 17 tahun?,Nasihat apa yang akan Anda berikan kepada seorang gadis berusia 17 tahun yang sangat optimis (terkadang sangat optimis)?,1
6224,12449,12450,Apa yang diinginkan Rusia dengan Ukraina?,Mengapa Rusia menginvasi Ukraina?,0
6225,12451,12452,Apakah Australia masih di bawah kekuasaan Inggris?,Mengapa india berada di bawah kendali inggris?,0
6226,12453,12454,Bagaimana produk pasar massal mempengaruhi perekonomian di Kanada?,Bagaimana produk pasar massal mempengaruhi perekonomian di Nigeria?,0
6227,12455,12456,Bagaimana saya dapat meningkatkan keterampilan pemecahan masalah saya?,Bagaimana saya dapat meningkatkan keterampilan pemecahan masalah saya untuk melamar magang Google musim panas mendatang?,0
6228,12457,12458,"Bisakah uang GIC digunakan untuk membayar biaya kuliah, di Kanada?",Siapa yang menggunakan biaya sekolah kami? Dan bagaimana itu digunakan?,0
6229,12459,12460,Apa itu Pendleton Act? Apa pentingnya?,Apa itu Pendleton Act? Apa yang dilakukannya?,1
6230,12461,12462,Apa dua tes kimia yang membedakan etana dari etuna?,Bagaimana cara membedakan zat murni dari campuran?,0
6231,12463,12464,"Jika seseorang berpenampilan Arab, haruskah mereka berkencan dan menikah dengan wanita Yahudi atau pirang untuk menghindari rasisme dan menjamin kekayaan?","Jika seseorang akan menikah dan kemudian membeli rumah langsung dengan menggunakan kekayaan pranikahnya, apakah rumah ini akan dianggap sebagai harta bersama?",0
6232,12465,12466,"Bagaimana Anda mengeja ""metaanalisis""?",Bagaimana Anda mengeja cinta?,0
6233,12467,12468,Pada usia berapa Anda menjadi penggemar sejati tim favorit Anda dalam suatu olahraga?,Tim olahraga apa yang Anda penggemar berat?,0
6234,12469,12470,Apa itu pintasan keyboard untuk menyegarkan browser?,Apa pintasan keyboard untuk penyegaran?,0
6235,12471,12472,Apa cara terbaik untuk menurunkan berat badan dengan cepat?,Bagaimana Anda bisa kehilangan pegangan cinta raksasa dengan CEPAT?,1
6236,12473,12474,Apa hal-hal kecil yang bertentangan dengan logika?,Apa saja hal-hal yang bertentangan dengan logika?,1
6237,12475,12476,"Apa perbedaan antara Muslim Syiah, Sunni, dan Kurdi?","Apa perbedaan antara Islam Sunni, Islam Syiah, dan Islam Ibadi?",0
6238,12477,12478,Hotel manakah di Bangalore yang mengizinkan pasangan yang belum menikah untuk menyewa kamar?,Hotel manakah di Kolkata yang mengizinkan pasangan yang belum menikah untuk menyewa kamar?,0
6239,12479,12480,Bagaimana cara menghemat uang saat belanja online?,Bagaimana saya bisa lebih menghemat belanja online?,1
6240,12481,12482,Apa situs yang bagus untuk mengunduh lagu drama korea selatan?,Apakah baik bagi seorang gadis untuk suka menonton banyak drama Amerika dan drama Jepang dan drama Korea dan banyak film?,0
6241,12483,12484,Bagaimana saya bisa belajar bahasa rakitan 8086? Saya tidak mengerti baris kode apa pun? Mulai dari mana? Apa yang harus dilakukan?,Bagaimana saya bisa mempelajari pemrograman perakitan 8086?,1
6242,12485,12486,Mengapa madu tidak rusak?,Mengapa madu tidak pernah membusuk?,1
6243,12487,12488,"Apa itu Sahara, dan bagaimana suhu rata-rata di sana dibandingkan dengan yang ada di Dasht-e Margo?","Apa itu Sahara, dan bagaimana suhu rata-rata di sana dibandingkan dengan gurun lainnya?",1
6244,12489,12490,Mengapa wanita putus dengan pria baik?,Mengapa lebih banyak wanita tidak memiliki bayi dengan air mani dari bank sperma daripada memiliki anak dari pria yang tidak berguna?,0
6245,12491,12492,Berapa penghasilan pemilik Restoran di Mumbai?,Berapa penghasilan pemilik restoran di Mumbai?,1
6246,12493,12494,Apa saja lauk pauk terbaik untuk kue kepiting?,Apa lauk pauk yang baik untuk fajitas?,0
6247,12495,12496,Bisakah Anda membaca pesan orang lain di messenger?,"Saat Anda berkirim pesan dengan seseorang, dapatkah Anda mengetahui apakah mereka juga mengobrol dengan orang lain?",0
6248,12497,12498,Apa restoran terbaik di London?,Apa restoran terbaik/terbaik di London?,1
6249,12499,12500,Mengapa saluran berita NDTV diblokir selama satu hari pada tanggal 9 bulan ini?,Mengapa saluran berita Hindi NDTV India dilarang selama satu hari?,1
6250,12501,12502,Apa tempat terburuk untuk dikunjungi di dunia bagi wisatawan?,Apa tempat terburuk untuk Dikunjungi?,1
6251,12503,12504,Siapa yang akan memenangkan pemilihan presiden 2016?,Menurut Anda siapa yang akan memenangkan pemilihan presiden 2016?,1
6252,12505,12506,Bagaimana saya bisa menghilangkan rasa takut akan wawancara?,Bagaimana cara menghilangkan rasa takut akan wawancara?,1
6253,12507,12508,Apa saja tips untuk nyctophobia untuk mengatasi ketakutan mereka?,Bagaimana cara mengatasi rasa takut dan depresi?,0
6254,12509,12510,Apakah Trump masih akan membangun tembok untuk membuat Meksiko membayarnya?,Bagaimana Meksiko akan membayar tembok?,1
6255,12511,12512,Siapa saja alumni terkenal dari Bit Jaipur?,Mana yang lebih baik: Manipal Jaipur atau BIT Jaipur untuk teknik?,0
6256,12513,12514,Bagaimana struktur organisasi Walmart?,Apa saja argumen non-teistik untuk keberadaan tuhan?,0
6257,12515,12516,Apa itu Selfserve.OS?,Apa itu SEO?,0
6258,12517,12518,Apa kelebihan Linux dibanding Windows?,Apa kelebihan Ubuntu dibandingkan Windows?,0
6259,12519,12520,Pacar saya mencampakkan saya ketika saya mengatakan saya tidak ingin menikah?,Jika seorang karyawan bergabung dengan basic+DA Di atas rs. 15000 lalu bisakah dia berkontribusi ke PF (VPF)?,0
6260,12521,12522,Sistem operasi apa yang paling banyak digunakan pemrogram?,Sistem operasi mana yang paling disukai untuk pengembang dan pemrogram? Dan mengapa?,1
6261,12523,12524,Apa prospek pekerjaan setelah menyelesaikan PhD di bidang Teknik Material? Mempertimbangkan fakta bahwa seseorang tidak suka mengajar.,Apa peluang kerja setelah menyelesaikan M.Tech di bidang teknik mesin dari IISc Bangalore? Saya sangat tidak ingin mengejar gelar PhD.,0
6262,12525,12526,Bagaimana cara mendapatkan pacar orang Jepang di AS?,Bagaimana cara mendapatkan pacar orang Jepang di AS?,1
6263,12527,12528,Apa itu organisasi sektor publik?,Apa itu sektor publik?,0
6264,12529,12530,Bagaimana cara pilot maskapai mendarat di cuaca mendung?,Bagaimana pesawat bisa terbang dalam kabut?,0
6265,12531,12532,Saya ingin kode. Di mana saya mulai belajar?,Saya ingin belajar coding bagaimana cara memulainya?,1
6266,12533,12534,Bagaimana orang membenarkan TIDAK membuat undang-undang senjata lebih ketat?,Bagaimana orang kaya membenarkan menghasilkan uang dalam jumlah besar?,0
6267,12535,12536,Bagaimana saya mempersiapkan ekonomi?,Bagaimana saya mempersiapkan ekonomi untuk IAS?,0
6268,12537,12538,"Berapa banyak bilangan 3 angka yang dapat dibentuk hanya dengan menggunakan 2, 3, 4, 7, dan 8 tanpa pengulangan?","Berapa banyak bilangan 3 angka yang dapat dibentuk hanya dengan menggunakan 1, 2, 3?",0
6269,12539,12540,Manakah saluran YouTube terbaik untuk berlangganan?,Apa saja saluran YouTube terbaik?,1
6270,12541,12542,Berapa tahun umur hindu?,Berapa umur Hindu?,1
6271,12543,12544,Bagaimana saya bisa mengendalikan emosi dan tindakan saya?,Bagaimana saya bisa mengendalikan emosi dan ketakutan saya?,1
6272,12545,12546,Apa cara paling efektif untuk mengatasi kecanduan heroin?,"Sebagai orang tua, bagaimana Anda menghadapi remaja pecandu heroin?",0
6273,12547,12548,Apa cara terbaik untuk mendapatkan lalu lintas di situs web Anda?,Bagaimana cara meningkatkan lalu lintas ke situs web saya?,1
6274,12549,12550,Apakah ada alternatif yang bagus untuk Screenhero seperti saya di Linux?,Apa alternatif yang baik untuk KCSA?,0
6275,12551,12552,"Apakah Aktris Bollywood (dan bahkan Aktor) merias wajah khusus ""Menangis"" saat menghadiri pemakaman?",Apakah aktris bollywood berhubungan seks dengan aktor lawan mainnya?,0
6276,12553,12554,Apa saja teka-teki Sherlock Holmes yang menarik?,Di mana saya bisa mendapatkan teka-teki Sherlock Holmes?,1
6277,12555,12556,Bagaimana seorang pemalu bisa menjadi percaya diri?,"Bisakah Anda menjadi kurang pemalu, dan menjadi lebih percaya diri secara sosial? Jika demikian, bagaimana?",1
6278,12557,12558,Bagaimana saya bisa mengunduh episode penuh Mahabharat of Star Plus?,Di mana saya dapat mengunduh acara lengkap WWE?,0
6279,12559,12560,Bagaimana kita bisa mengendalikan mimpi kita?,Bisakah kita mengendalikan mimpi kita?,1
6280,12561,12562,Mengapa gula larut dalam air?,"Apakah garam larut dalam air? Jika tidak, mengapa?",0
6281,12563,12564,Apakah orang dengan golongan darah ab negatif kurang suka terkena penyakit?,Apakah Ryan Gosling telah dinominasikan untuk Oscar?,0
6282,12565,12566,Apakah polisi kesulitan berteman dengan orang yang bukan polisi?,Apakah polisi Charger lebih baik daripada polisi Crown Victoria? Mengapa tidak setiap polisi memiliki Charger?,0
6283,12567,12568,Berapa banyak orang dengan sindrom CHARGE pindah ke rumah kelompok saat mereka dewasa?,Apakah menurut Anda orang cacat di rumah kelompok harus belajar keterampilan sosial?,0
6284,12569,12570,Apa perbedaan antara serangan panik dan kejang?,Apa perbedaan antara serangan kejang dan serangan panik?,1
6285,12571,12572,Apa alasan utama yang menyebabkan orang menjadi ateis?,Apa yang membuatmu menjadi ateis?,0
6286,12573,12574,Bagaimana saya harus berbicara dengan gadis yang saya sukai?,Bagaimana Anda naik dan berbicara dengan seorang gadis yang Anda sukai?,1
6287,12575,12576,Berapa banyak obat tidur yang dapat menyebabkan kematian?,Berapa banyak pil tidur yang bisa menjamin kematian?,0
6288,12577,12578,Apa saja hukum aneh yang diberlakukan di berbagai negara di seluruh dunia?,Hukum mana yang paling tidak disukai petugas polisi untuk ditegakkan?,0
6289,12579,12580,Menurutmu apa arti kedewasaan?,Apa itu kedewasaan dan bagaimana cara mengembangkannya?,1
6290,12581,12582,Apa kursus pemasaran digital terbaik yang tersedia online dan offline di India dan Mengapa?,Apa ruang lingkup pemasaran digital di India untuk mahasiswa pemasaran MBA?,1
6291,12583,12584,Bisakah kita mengendalikan perasaan dan pikiran kita? Bagaimana?,Bagaimana pikiran kita mengendalikan perasaan kita?,1
6292,12585,12586,Universitas bcom chirst?,Apa langkah-langkah yang terlibat dalam transpor aktif dan pasif?,0
6293,12587,12588,Bagaimana cara menulis pengujian unit untuk prosedur tersimpan di C# .net?,Apa saja hal yang perlu saya ketahui untuk mulai menulis pengujian unit untuk fungsi di C?,0
6294,12589,12590,Mengapa diploma setara dengan kelulusan?,Program diploma mana yang setara dengan kelulusan?,0
6295,12591,12592,Seberapa bagus ampli Planet Audio?,Apakah amp Planet Audio bagus?,1
6296,12593,12594,"Mengapa Jepang disebut sebagai ""kepulauan""?",Mengapa Jepang merupakan negara kepulauan?,1
6297,12595,12596,Apakah MacBook Pro 2016 yang baru layak untuk ditingkatkan?,Apa pendapat pengembang tentang MacBook Pro baru?,1
6298,12597,12598,Saya 18. Bagaimana saya bisa menghasilkan uang secara online?,Apa cara mudah menghasilkan uang secara online?,1
6299,12599,12600,Bagaimana Anda mengatasi kecanduan porno?,Bagaimana cara merehabilitasi diri sendiri dari masturbasi dan kecanduan pornografi?,1
6300,12601,12602,Bagaimana saya harus mempersiapkan diri untuk ujian Listrik OPTCL MT?,Bagaimana saya mempersiapkan diri untuk ujian OPTCL IT MT?,0
6301,12603,12604,Manakah lagu terbaik dari Enrique iglesias?,Apa sajakah lagu-lagu terbaik dari Enrique Iglesias?,1
6302,12605,12606,Bagaimana Anda bisa menghilangkan tahi lalat di wajah Anda?,Bagaimana cara menghilangkan tahi lalat di wajah?,1
6303,12607,12608,"""Kamu bisa mencubit dirimu sendiri, dan apa yang kamu rasakan akan menjadi nyata, tetapi itu mencerminkan proses paralel yang terjadi di realitas yang berbeda dan jauh"", artinya…?",Apa artinya ketika hati dan pikiran Anda berada di dua tempat berbeda karena berhubungan dengan orang yang Anda cintai?,0
6304,12609,12610,Apa urusannya sebelum komite hak istimewa lok sabha ke-15? Apa hasilnya?,Bagaimana kita bisa mendengarkan lagu di SoundCloud secara offline?,0
6305,12611,12612,"Apakah ada orang di sini yang tahu tentang Neilsoft, Pune? Bagaimana perusahaan dan budaya kerjanya?","Bagaimana budaya kerja di Accenture, Pune?",0
6306,12613,12614,Buku mana yang terbaik untuk belajar java dari awal?,Apa saja buku terbaik untuk belajar Java?,0
6307,12615,12616,"Bagaimana Anda memandang keputusan pemerintah India untuk melawan ""uang hitam"" dengan membuang uang kertas 500 rupee dan 1.000 rupee?",Apa pendapat Anda tentang keputusan PM tentang pelarangan uang kertas 500 dan 100 rupee?,1
6308,12617,12618,Apa tempat terbaik untuk bertemu pria lajang di San Francisco?,Apa saja cara yang baik untuk bertemu pria lajang di San Francisco?,0
6309,12619,12620,Seberapa berguna penelitian operasional di bidang keuangan?,Bagaimana riset operasi dapat diterapkan di bidang keuangan?,1
6310,12621,12622,Bisakah seorang presiden mencalonkan diri untuk masa jabatan ketiga setelah istirahat 4-8 tahun?,Apakah Presiden Obama melakukan lebih banyak kebaikan daripada keburukan selama 8 tahun menjabat?,0
6311,12623,12624,Bagaimana Anda bisa menghapus akun Yahoo Anda?,Bagaimana cara menonaktifkan akun Yahoo?,1
6312,12625,12626,Apa perbedaan antara jumlah jatuh tempo minimum dan jumlah total jatuh tempo pada tagihan kartu kredit?,Bagaimana penerbit kartu kredit menentukan jumlah jatuh tempo minimum?,0
6313,12627,12628,Apakah saya bisa mendapatkan perguruan tinggi kedokteran swasta UP dengan nilai 450? Saya umum dengan domisili UP.,Apakah saya bisa mendapatkan perguruan tinggi kedokteran swasta yang bagus di UP dengan nilai 450? Saya calon umum domisili UP.,1
6314,12629,12630,Apa yang mendefinisikan pendidikan menengah di India?,Haruskah orang-orang di belakang Komik Archie mengiklankannya lebih banyak?,0
6315,12631,12632,"Dideportasi dari negara GCC pada tahun 2014, setelah menyelesaikan 2 tahun master di Australia, apakah saya bisa mendapatkan Visa Kerja sementara (subkelas 457)?",Apa game PC multipemain lokal favorit Anda?,0
6316,12633,12634,Mengapa pembaruan OS Android diberi nama berdasarkan permen?,Mengapa nama kode android dinamai dengan nama toko kue?,1
6317,12635,12636,"Menurut Anda, apakah sekolah swasta harus memberikan laptop pribadi kepada anak-anak?",Apa sumber berita terbaik untuk startup?,0
6318,12637,12638,Berapa ukuran maksimum lampiran dalam pesan Facebook?,Apakah mungkin untuk mengambil lampiran pesan Facebook dari pengguna yang memblokir Anda?,0
6319,12639,12640,Bisakah saya mendapatkan pinjaman pendidikan termasuk penggantian biaya yang telah dibayarkan selama pertengahan kursus saya?,"Adakah yang bisa menerjemahkan ini ke Kannada? ""Tingkatkan kadar vitamin B12 Anda dengan semprotan oral.""",0
6320,12641,12642,Apa manfaat penyembuhan prana?,Apa manfaat penyembuhan prana?,1
6321,12643,12644,Apa tips untuk memelihara campuran bulldog/pit bull Amerika?,Apa tips untuk menaikkan campuran Shepherd/Terrier?,0
6322,12645,12646,Bagaimana cara mengecilkan perut buncit yang saya miliki sejak kecil?,Bagaimana cara mengecilkan perut secara alami?,1
6323,12647,12648,Apa saja tips untuk melewati proses wawancara kerja di Franklin Resources?,Apa saja tips agar lolos proses wawancara kerja di Franklin Electric?,0
6324,12649,12650,Bagaimana cara mulai menghasilkan?,Bagaimana saya bisa mulai menghasilkan pada usia 17?,0
6325,12651,12652,Apa saja puisi (baris) terbaik yang ditulis oleh Bharathiyar yang membuat Anda merinding setiap kali Anda mendengarnya?,Apa saja puisi terpendek Tamil terbaik?,0
6326,12653,12654,Apakah ular buang air kecil?,Bagaimana induk ular memberi makan bayi ular?,0
6327,12655,12656,Bagaimana saya bisa melamar pekerjaan di Pemodelan di Dreamworks?,Bagaimana saya bisa melamar pekerjaan di bidang animasi di Dreamworks?,0
6328,12657,12658,"Berapa lama jus jeruk disimpan di lemari es, setelah dibuka?",Berapa lama saya bisa menyimpan jus segar di lemari es?,0
6329,12659,12660,Institut mana yang bagus untuk belajar teknik di pakistan?,Institut mana yang bagus untuk belajar teknik?,0
6330,12661,12662,Penyakit apa yang disebabkan oleh tikus selama PD1?,Temukan [matematika]S=\sum _{k=1}^n\left(-1\right)^k\begin{pmatrix}2n-k\\ k\end{pmatrix}[/math]?,0
6331,12663,12664,"Jika saya menangkap gambar cermin saya di kamera, apakah saya benar-benar terlihat?","Mengapa 'selfie' seluler menghasilkan gambar cermin, sedangkan foto yang diambil dengan kamera utama selalu berupa gambar sebenarnya?",0
6332,12665,12666,Orang seperti apa yang mendukung Donald Trump?,Mengapa saya harus memilih Trump?,0
6333,12667,12668,Apa sajakah kursus Pemasaran Digital online yang layak untuk CV?,Apa ruang lingkup pemasaran digital di India untuk mahasiswa pemasaran MBA?,1
6334,12669,12670,Apa faktor kunci untuk berpikir tentang aset sponsor dan identifikasi hak untuk perusahaan besar?,Apa faktor kunci keberhasilan untuk industri 3PL terutama untuk perusahaan ekspedisi?,0
6335,12671,12672,Apa saja metode populer untuk melakukan bunuh diri?,Apa saja metode populer untuk melakukan bunuh diri?,1
6336,12673,12674,Bahasa pemrograman apa yang terbaik untuk dipelajari?,Apa bahasa pemrograman terbaik untuk pemula?,1
6337,12675,12676,Berapa harga IPO Deere & Co? Berapa nilai 100 saham hari ini?,Berapa harga IPO Monsanto Co? Berapa nilai 100 saham hari ini?,0
6338,12677,12678,Bagaimana saya mempelajari semua tentang pasar saham India sebelum berinvestasi?,Di mana saya bisa mempelajari dasar-dasar pasar saham India?,1
6339,12679,12680,Apa perbedaan antara kebun binatang Phil I a dan kebinatangan?,Mengapa seorang miliarder memiliki rata-rata 19 mobil?,0
6340,12681,12682,"Saya akan belajar di Italia tahun depan dan saya dari Inggris, setelah negosiasi selesai dan Inggris meninggalkan UE, apakah saya memerlukan visa untuk tinggal?",Saya seorang siswa internasional dan ingin masuk ke Harvard/Princeton/MIT/Yale. Tahun depan saya akan berada di urutan ke-12. Haruskah saya mengambil SAT lagi dan lagi (karena akan meningkatkan hasil saya) atau hanya sekali saja?,0
6341,12683,12684,Mengapa 1 bukan bilangan prima?,Apakah 1 merupakan bilangan prima?,1
6342,12685,12686,"Mana yang lebih baik, coding menggunakan IDE online atau IDE offline standar?","Menjadi programmer yang kompetitif, mana IDE terbaik untuk digunakan?",0
6343,12687,12688,Bagaimana saya menjadi kaya?,Mari kita hentikan omong kosong itu. Bagaimana seseorang bisa benar-benar menjadi kaya?,1
6344,12689,12690,Bagaimana cara menggunakan pocker perencanaan untuk perkiraan tangkas?,Mana yang lebih otentik: makanan Cina Amerika atau makanan Cina Jepang?,0
6345,12691,12692,Bagaimana cara mengatasi keterikatan emosional?,Bagaimana cara mengatasi keterikatan emosional?,1
6346,12693,12694,Apa yang dilakukan Manajer Media Sosial?,Apa itu manajer media sosial?,0
6347,12695,12696,Apakah latihan peregangan dan gantung benar-benar ampuh menambah tinggi badan di usia 22 tahun?,Bisakah saya menambah tinggi badan saya dengan melakukan latihan peregangan?,1
6348,12697,12698,"Bagaimana gempa berkekuatan 6,2 menyebabkan begitu banyak kerusakan di Italia?","Mengapa gempa bumi 8,2 derajat tahun 2010 di Chili menyebabkan kerusakan pada beberapa bangunan dan satu dari hanya 6,2 yang terjadi di Italia menyebabkan begitu banyak kerusakan?",0
6349,12699,12700,Siapa karakter fiksi Anda yang paling menyenangkan?,Karakter fiksi mana yang menurut Anda paling mirip dengan diri Anda?,1
6350,12701,12702,Apa yang akan menjadi sekuel dari film Blood Work tahun 2002?,Apakah ada sekuel film Blood Work tahun 2002?,0
6351,12703,12704,Empati: Bagaimana saya bisa berhenti menjadi sangat berempati?,Bagaimana cara berhenti menjadi orang yang terlalu berempati?,1
6352,12705,12706,Dari mana agen SEO mendapatkan ide untuk konten viral?,"Apakah agen merek/agen SEO menggunakan platform distribusi konten untuk mendistribusikan artikel (seperti LinkVehicle)? Jika tidak, apa yang mereka gunakan?",0
6353,12707,12708,"Bagaimana bisa ""shouf"" berarti ""diam"" dalam bahasa Arab padahal itu juga berarti ""melihat""?",Apa sajakah situs web yang bagus (seperti People Matters) untuk mendapatkan wawasan yang tepat tentang HRM?,0
6354,12709,12710,Apa aplikasi android terbaik untuk menonton setelan serial TV?,Serial TV thriller mana yang terbaik untuk ditonton?,0
6355,12711,12712,Apa cara terbaik untuk memajukan situs web saya?,Bagaimana saya bisa maju sebagai magang?,0
6356,12713,12714,Mengapa orang takut akan kejahatan?,Mengapa orang tidak perlu takut selain takut pada dirinya sendiri?,0
6357,12715,12716,Kapan manusia mulai memiliki nama?,Kapan dalam sejarah kita mulai memberi nama orang?,1
6358,12717,12718,Bagaimana saya belajar untuk mendapatkan AIR di bawah 40 di IIT JEE hanya dengan 15 bulan tersisa?,Saya memiliki 15 bulan tersisa untuk JEE. Bisakah saya masuk ke IIT jika saya berjanji untuk bekerja keras mulai sekarang? Mungkin?,1
6359,12719,12720,Di mana saya bisa mendapatkan layanan yang ramah di Sydney untuk ubin dinding kamar mandi?,Di mana saya bisa mendapatkan pengalaman berbelanja ubin lantai yang tak tertandingi di Sydney?,1
6360,12721,12722,Apa yang terjadi pada tangki eksternal Space Shuttle setelah terputus?,Apa yang terjadi pada tangki bahan bakar yang keluar dari pesawat ulang-alik saat peluncuran?,0
6361,12723,12724,"Manakah penyedia instalasi panel surya yang cocok di La Habra, California CA?","Manakah penyedia instalasi panel surya yang cocok di La Puente, California CA?",0
6362,12725,12726,Apa lirik dari lagu utama Suits (serial TV)?,"Setelah menonton Harvey Spectre in Suits, kualitas manakah yang paling menarik perhatian Anda? Apa yang Anda pelajari darinya?",0
